Location_ID,Address,Lat,Long,Post_Code,City,Country_code,Country_name,States
128,8582 Rollins Summit,36.20829,-115.98391,40509,Pahrump,US,America,Los_Angeles
129,5678 Oconnell Lodge,38.96372,-76.99081,90080,Chillum,US,America,New_York
130,09981 Caitlin Rapids,33.72255,-116.37697,15074,Palm Desert,US,America,Los_Angeles
131,926 Laura Branch Apt. 575,39.33427,-76.43941,89102,Middle River,US,America,New_York
132,9473 Anna Views Apt. 820,33.98154,-81.23621,68283,Lexington,US,America,New_York
133,376 Smith Dale Suite 279,27.09978,-82.45426,49659,Venice,US,America,New_York
134,965 William Motorway,30.17746,-81.38758,63408,Palm Valley,US,America,New_York
135,8786 Baker Forks,36.91023,-121.75689,48253,Watsonville,US,America,Los_Angeles
136,9271 Timothy Port,43.1009,-75.23266,73395,Utica,US,America,New_York
137,7314 Michael Court,34.25628,-78.04471,86803,Leland,US,America,New_York
138,298 Adrian Wall,41.0051,-73.78458,73675,Scarsdale,US,America,New_York
139,178 Baxter Junctions Apt. 033,33.52253,-117.70755,41329,Laguna Niguel,US,America,Los_Angeles
140,07585 Chris Ports Suite 356,39.71734,-74.96933,30861,Sicklerville,US,America,New_York
141,75469 Mariah Crest Suite 587,39.45621,-77.96389,86508,Martinsburg,US,America,New_York
142,564 Kaufman Trafficway Suite 174,39.09112,-94.41551,58957,Independence,US,America,Chicago
143,3257 Daniel Lights,40.64621,-73.97069,61425,Kensington,US,America,New_York
144,936 Tucker Island Apt. 175,40.68066,-73.47429,30303,Massapequa,US,America,New_York
145,90614 Jessica Fall Apt. 250,41.27621,-72.86843,06228,East Haven,US,America,New_York
146,8021 Christopher Mountain,32.5007,-94.74049,00696,Longview,US,America,Chicago
147,82336 Wells Alley Suite 360,43.16547,-77.70066,35801,Gates-North Gates,US,America,New_York
148,555 Davidson Ranch,36.06523,-119.01677,12566,Porterville,US,America,Los_Angeles
149,14029 Nicholas Ports Suite 368,34.63915,-120.45794,16274,Lompoc,US,America,Los_Angeles
150,718 Harrison Motorway,39.57582,-105.11221,45041,Ken Caryl,US,America,Denver
151,4619 Wilkins Wall,41.27621,-72.86843,59981,East Haven,US,America,New_York
152,7607 Andrea Track,44.27804,-88.27205,29858,Kaukauna,US,America,Chicago
153,47723 Campbell Shoal Suite 928,36.61033,-88.31476,25090,Murray,US,America,Chicago
154,102 Johnson Ways Apt. 763,40.93121,-73.89875,65525,Yonkers,US,America,New_York
155,60583 White Plains,47.38093,-122.23484,76875,Kent,US,America,Los_Angeles
156,97939 Johnson Oval Suite 830,26.91756,-82.07842,08662,Punta Gorda Isles,US,America,New_York
157,79318 Middleton Roads,41.75338,-86.11084,90026,Granger,US,America,Indiana/Indianapolis
158,3258 Robbins Lock Suite 571,39.71734,-74.96933,29307,Sicklerville,US,America,New_York
159,67835 Andrew Fords,36.61033,-88.31476,54546,Murray,US,America,Chicago
160,302 Parker Plains Apt. 197,26.68451,-80.66756,27233,Belle Glade,US,America,New_York
161,541 Katrina Garden Apt. 985,34.77453,-96.67834,61548,Ada,US,America,Chicago
162,97436 Reese Junction Apt. 941,26.91756,-82.07842,20789,Punta Gorda Isles,US,America,New_York
163,997 Stephanie Pine Suite 656,29.65163,-82.32483,15783,Gainesville,US,America,New_York
164,220 Janice Gateway Apt. 446,39.32288,-76.72803,45566,Woodlawn,US,America,New_York
165,9388 Matthew Plaza Apt. 270,41.72059,-87.70172,43961,Evergreen Park,US,America,Chicago
166,1986 John Cove,37.73604,-120.93549,10342,Riverbank,US,America,Los_Angeles
167,0835 Angela Station,38.91817,-78.19444,23725,Front Royal,US,America,New_York
168,3975 Joseph Keys,39.57582,-105.11221,26819,Ken Caryl,US,America,Denver
169,5248 Christopher Viaduct,42.97086,-82.42491,40918,Port Huron,US,America,Detroit
170,19041 Jennifer Flats Suite 716,34.63915,-120.45794,70218,Lompoc,US,America,Los_Angeles
171,19752 Allen Mews Suite 000,41.8542,-87.66561,10485,Lower West Side,US,America,Chicago
172,8403 Jordan Centers Suite 649,39.00622,-77.4286,33723,Sterling,US,America,New_York
173,771 Brooks Pike Apt. 376,25.67927,-80.31727,31760,Kendall,US,America,New_York
174,1227 Patricia Lake,34.09611,-118.10583,54752,San Gabriel,US,America,Los_Angeles
175,374 Powell Mountains,34.06635,-84.67837,22027,Acworth,US,America,New_York
176,32342 Andrea Glen Apt. 236,35.74788,-95.36969,32397,Muskogee,US,America,Chicago
177,238 Lindsey Walks,28.90054,-81.26367,95127,Deltona,US,America,New_York
178,06268 Lewis Place Suite 121,33.95015,-118.03917,02028,South Whittier,US,America,Los_Angeles
179,36746 Stanley Green,39.78504,-85.76942,21173,Greenfield,US,America,Indiana/Indianapolis
180,300 Heather Gateway,42.55308,-87.93341,93580,Pleasant Prairie,US,America,Chicago
181,840 Michael Knolls,40.65538,-74.38987,39475,Scotch Plains,US,America,New_York
182,07396 Wells Mill Apt. 745,42.93369,-72.27814,84106,Keene,US,America,New_York
183,9684 Jacob Forge Suite 828,34.25628,-78.04471,78798,Leland,US,America,New_York
184,4647 Kristine Fields Suite 710,31.76212,-95.63079,78775,Palestine,US,America,Chicago
185,0329 Rebecca Shore,40.82232,-74.15987,80375,Nutley,US,America,New_York
186,00924 Phillip Parks Suite 519,40.2737,-76.88442,15618,Harrisburg,US,America,New_York
187,09845 Monica Lights,32.5007,-94.74049,42348,Longview,US,America,Chicago
188,72998 Willis Wall,39.45621,-77.96389,00861,Martinsburg,US,America,New_York
189,9028 Robert Isle,37.71715,-122.40433,81651,Visitacion Valley,US,America,Los_Angeles
190,052 Werner Shoals,40.56754,-89.64066,64208,Pekin,US,America,Chicago
191,541 Brock Estate Apt. 848,41.0051,-73.78458,80193,Scarsdale,US,America,New_York
192,2962 Brenda Creek Apt. 741,41.24255,-82.61573,34871,Norwalk,US,America,New_York
193,58810 Cathy Trail Apt. 166,38.54491,-121.74052,04046,Davis,US,America,Los_Angeles
194,216 Brandon Loop Apt. 096,34.25807,-88.70464,73936,Tupelo,US,America,Chicago
195,6807 Ann Crossroad Apt. 921,44.99012,-123.02621,62052,Keizer,US,America,Los_Angeles
196,4360 Alexandra Tunnel Apt. 042,35.88264,-80.08199,66994,Thomasville,US,America,New_York
197,50525 Christopher Fords,41.15376,-87.88754,59622,Bourbonnais,US,America,Chicago
198,778 Christopher Mill Suite 687,32.42067,-104.22884,56320,Carlsbad,US,America,Denver
199,26852 Douglas Bypass,40.72371,-73.95097,84981,Greenpoint,US,America,New_York
200,184 Bell Shores,34.09668,-117.71978,53208,Claremont,US,America,Los_Angeles
201,978 Hall Parkway Apt. 655,33.72255,-116.37697,01404,Palm Desert,US,America,Los_Angeles
202,171 Graham River,41.6764,-91.58045,72033,Coralville,US,America,Chicago
203,810 Williams Lakes,30.16688,-96.39774,45184,Brenham,US,America,Chicago
204,7603 Newton Key Apt. 078,33.98154,-81.23621,50999,Lexington,US,America,New_York
205,973 Jasmine Road Apt. 975,45.53929,-122.38731,43461,Troutdale,US,America,Los_Angeles
206,286 Young Light Suite 334,41.55815,-73.0515,70816,Waterbury,US,America,New_York
207,3959 Marc Divide Suite 828,47.38093,-122.23484,15540,Kent,US,America,Los_Angeles
208,3295 Jennifer Corners Suite 346,41.80753,-87.65644,67576,New City,US,America,Chicago
209,6500 Sue Rapids,39.96097,-75.60804,73536,West Chester,US,America,New_York
210,48476 Allison Summit Suite 010,45.0408,-93.263,21434,Columbia Heights,US,America,Chicago
211,874 Farrell Orchard Suite 311,37.71715,-122.40433,12460,Visitacion Valley,US,America,Los_Angeles
212,985 Rachel Freeway,28.90054,-81.26367,05907,Deltona,US,America,New_York
213,419 Mckinney Trail,44.99012,-123.02621,80601,Keizer,US,America,Los_Angeles
214,4229 Derrick Wells,39.45621,-77.96389,34301,Martinsburg,US,America,New_York
215,2943 Derek Ville Suite 239,28.54944,-81.77285,46566,Clermont,US,America,New_York
216,241 Conner Street Apt. 023,44.99012,-123.02621,89033,Keizer,US,America,Los_Angeles
217,2278 Wesley Forges,35.61452,-88.81395,60351,Jackson,US,America,Chicago
218,734 Craig Overpass Suite 589,41.85059,-87.882,29057,Westchester,US,America,Chicago
219,612 Wilson Ramp Apt. 827,35.88264,-80.08199,55886,Thomasville,US,America,New_York
220,832 Joseph Islands Suite 805,40.64621,-73.97069,96918,Kensington,US,America,New_York
221,289 Diana Inlet Suite 896,32.35126,-95.30106,61935,Tyler,US,America,Chicago
222,1186 William Mountain,33.98154,-81.23621,04732,Lexington,US,America,New_York
223,31966 Paige Plaza,37.52487,-77.55777,69397,Bon Air,US,America,New_York
224,71318 Cassandra Plaza,44.99012,-123.02621,68631,Keizer,US,America,Los_Angeles
225,647 Michael Trafficway Apt. 037,38.91817,-78.19444,68389,Front Royal,US,America,New_York
226,23771 Huff Highway,40.68066,-73.47429,43629,Massapequa,US,America,New_York
227,191 Wood Road Apt. 326,41.55815,-73.0515,02837,Waterbury,US,America,New_York
228,2852 William Island Apt. 533,42.35843,-71.05977,68847,Boston,US,America,New_York
229,660 Scott Heights Apt. 839,34.14251,-118.25508,46366,Glendale,US,America,Los_Angeles
230,296 Figueroa Crescent,35.74788,-95.36969,18758,Muskogee,US,America,Chicago
231,620 Brady Ports Apt. 511,33.7207,-116.21677,32697,Indio,US,America,Los_Angeles
232,91749 Park Underpass,40.67705,-73.89125,21796,Cypress Hills,US,America,New_York
233,198 Stephanie Run,37.71715,-122.40433,32376,Visitacion Valley,US,America,Los_Angeles
234,29229 Carlos Harbors,32.52515,-93.75018,35829,Shreveport,US,America,Chicago
235,496 Jeanette Divide Suite 055,42.24113,-88.3162,84026,Crystal Lake,US,America,Chicago
236,0433 Brittany Divide Apt. 837,42.30865,-83.48216,01901,Canton,US,America,Detroit
237,9882 Baldwin Shoal Suite 341,43.61062,-72.97261,85572,Rutland,US,America,New_York
238,44152 Johnson Row Suite 048,47.80527,-122.24064,56058,Bothell West,US,America,Los_Angeles
239,983 Mary Grove Apt. 643,33.03699,-117.29198,62213,Encinitas,US,America,Los_Angeles
240,629 Adams Well Apt. 035,41.72059,-87.70172,93365,Evergreen Park,US,America,Chicago
241,064 Howell Fields,42.7392,-84.62081,54280,Waverly,US,America,Detroit
242,135 Alexander Spur,40.94065,-73.99681,56558,Dumont,US,America,New_York
243,5911 Anderson Bridge Suite 736,32.52515,-93.75018,55794,Shreveport,US,America,Chicago
244,492 Ramirez Crossing,36.20829,-115.98391,88160,Pahrump,US,America,Los_Angeles
245,20155 Bradford Gardens Suite 974,39.72943,-104.83192,22941,Aurora,US,America,Denver
246,0101 Hardy Inlet Apt. 841,38.70734,-77.02303,71903,Fort Washington,US,America,New_York
247,031 Sean Expressway Suite 427,45.49428,-122.86705,04073,Aloha,US,America,Los_Angeles
248,11416 Jonathan Lights Apt. 798,31.84568,-102.36764,48737,Odessa,US,America,Chicago
249,0969 Justin Passage,43.91452,-69.96533,62485,Brunswick,US,America,New_York
250,454 Jacob Forges Suite 505,34.21639,-119.0376,82014,Camarillo,US,America,Los_Angeles
251,301 Daniel Viaduct Apt. 369,42.7392,-84.62081,72816,Waverly,US,America,Detroit
252,76775 James Ford,33.54428,-84.23381,64772,Stockbridge,US,America,New_York
253,188 Austin Fords,38.06084,-97.92977,56609,Hutchinson,US,America,Chicago
254,750 Christina Village,41.48199,-81.79819,59336,Lakewood,US,America,New_York
255,01566 Harrington Square Apt. 476,32.42067,-104.22884,00587,Carlsbad,US,America,Denver
256,472 Craig Meadows Suite 994,33.92946,-116.97725,72284,Beaumont,US,America,Los_Angeles
257,6925 Roger Mill Suite 135,41.27621,-72.86843,49880,East Haven,US,America,New_York
258,522 Wiley Trail,38.96372,-76.99081,23723,Chillum,US,America,New_York
259,20866 Keith Mill,41.9001,-71.08977,70143,Taunton,US,America,New_York
260,72117 Gross Inlet,42.4251,-71.06616,51774,Malden,US,America,New_York
261,457 Brian Run,42.35843,-71.05977,29304,Boston,US,America,New_York
262,483 Liu Manors Apt. 015,33.44872,-86.78777,39113,Vestavia Hills,US,America,Chicago
263,00902 Terry Common Apt. 082,38.70734,-77.02303,10571,Fort Washington,US,America,New_York
264,131 Reynolds Crescent,34.21639,-119.0376,94561,Camarillo,US,America,Los_Angeles
265,281 Melissa Stream Suite 821,37.71715,-122.40433,66894,Visitacion Valley,US,America,Los_Angeles
266,831 Kemp Pines,46.09273,-88.64235,74123,Iron River,US,America,Menominee
267,3912 Horn Lakes Suite 585,28.90054,-81.26367,01546,Deltona,US,America,New_York
268,43221 Navarro Shores,33.41012,-91.06177,36613,Greenville,US,America,Chicago
269,02553 Walter Park Apt. 453,39.32288,-76.72803,81448,Woodlawn,US,America,New_York
270,6146 Johnson Isle,41.27621,-72.86843,52153,East Haven,US,America,New_York
271,8424 Julie Grove,38.06084,-97.92977,44400,Hutchinson,US,America,Chicago
272,43245 George Flats Apt. 640,41.72059,-87.70172,01181,Evergreen Park,US,America,Chicago
273,252 Young Plaza,32.5007,-94.74049,04639,Longview,US,America,Chicago
274,8799 Stuart Key,40.65538,-74.38987,15840,Scotch Plains,US,America,New_York
275,5273 Duran Bridge,29.53885,-95.44744,81063,Fresno,US,America,Chicago
276,6226 Key Views Apt. 412,43.54072,-116.56346,00791,Nampa,US,America,Boise
277,212 Thompson Glens Suite 586,34.14251,-118.25508,61331,Glendale,US,America,Los_Angeles
278,9544 Bennett Passage,28.90054,-81.26367,66029,Deltona,US,America,New_York
279,4600 Peters Union,41.84364,-87.71255,93886,South Lawndale,US,America,Chicago
280,76858 Warren Point,34.21639,-119.0376,76282,Camarillo,US,America,Los_Angeles
281,095 Kyle Cliff,37.60876,-77.37331,13266,Mechanicsville,US,America,New_York
282,727 Mathis Wall,34.77453,-96.67834,64561,Ada,US,America,Chicago
283,5830 Nielsen Greens Suite 891,42.52787,-70.92866,17505,Peabody,US,America,New_York
284,15300 Ruiz Ports,34.09611,-118.10583,07125,San Gabriel,US,America,Los_Angeles
285,792 Miller Knolls,34.25807,-88.70464,61831,Tupelo,US,America,Chicago
286,51191 Sandoval Prairie Suite 207,41.0051,-73.78458,53532,Scarsdale,US,America,New_York
287,64767 Thomas Valleys,26.18924,-98.15529,56086,San Juan,US,America,Chicago
288,1275 Carter Valleys,42.55308,-87.93341,45536,Pleasant Prairie,US,America,Chicago
289,72537 Collin Radial,46.32374,-120.00865,58794,Sunnyside,US,America,Los_Angeles
290,15245 Daniel Islands Suite 450,29.53885,-95.44744,86792,Fresno,US,America,Chicago
291,228 Thomas Garden Apt. 841,27.09978,-82.45426,50157,Venice,US,America,New_York
292,7722 Sandra Drive,39.09112,-94.41551,53461,Independence,US,America,Chicago
293,1991 Melissa Hollow,41.0051,-73.78458,23058,Scarsdale,US,America,New_York
294,452 Green Fall Apt. 138,40.72816,-74.07764,89071,Jersey City,US,America,New_York
295,158 Robles Hollow Suite 025,35.61452,-88.81395,65971,Jackson,US,America,Chicago
296,12761 Walton Crest,46.09273,-88.64235,18062,Iron River,US,America,Menominee
297,98575 Valenzuela Shore,41.80753,-87.65644,39297,New City,US,America,Chicago
298,924 Vincent Station,39.32011,-76.51552,41366,Rosedale,US,America,New_York
299,10788 Berg Island Suite 357,39.71734,-74.96933,68610,Sicklerville,US,America,New_York
300,720 Anna Brook,34.25628,-78.04471,14838,Leland,US,America,New_York
301,4310 Jessica Tunnel,40.82232,-74.15987,50677,Nutley,US,America,New_York
302,3609 Ashley Mission Apt. 623,33.08014,-83.2321,76379,Milledgeville,US,America,New_York
303,4475 Henry Valleys,41.8542,-87.66561,68184,Lower West Side,US,America,Chicago
304,8565 Braun Throughway Suite 037,42.58342,-71.8023,53344,Fitchburg,US,America,New_York
305,227 Stephanie Extension Apt. 148,32.9156,-117.14392,21972,Mira Mesa,US,America,Los_Angeles
306,717 Ryan Ferry,39.32288,-76.72803,07631,Woodlawn,US,America,New_York
307,119 Dylan Fords,40.72816,-74.07764,48500,Jersey City,US,America,New_York
308,67259 Catherine Track,47.38093,-122.23484,75224,Kent,US,America,Los_Angeles
309,412 Larsen Court Apt. 224,40.56754,-89.64066,89154,Pekin,US,America,Chicago
310,75811 Smith Field Suite 635,41.66394,-83.55521,77727,Toledo,US,America,New_York
311,1797 Sanchez Well,32.54044,-82.90375,45703,Dublin,US,America,New_York
312,18470 Melissa Street Suite 716,41.80753,-87.65644,61871,New City,US,America,Chicago
313,60712 Rivera Rest Apt. 770,20.88953,-156.47432,43052,Kahului,US,America,Honolulu
