Customer_ID,name,job,company,ssn,username,sex,mail,birthdate,Location_ID
25608,Susan Jones,"Pharmacist, community",Palmer-Perez,469-08-1823,andrewcole,F,blakeperez@yahoo.com,2013-01-15,7954
76377,Renee Bass,Health and safety inspector,Arroyo LLC,710-27-3992,charlesgreen,F,jeffreychavez@yahoo.com,2017-12-10,18348
91714,Stephanie Meza,Research scientist (life sciences),Hancock Group,558-23-0023,tblackburn,F,santananicole@gmail.com,1925-12-06,48432
21238,Sara Daniel,Automotive engineer,Collins-Jones,065-11-3670,kenneth68,F,martin44@yahoo.com,1971-08-23,7954
24683,George Butler,Camera operator,Gonzalez-Banks,702-87-3422,brittanybryant,M,christopherwilson@hotmail.com,1971-11-22,18348
52069,Shawn Gregory,Education administrator,Gordon-Smith,227-47-8817,david33,M,steven26@yahoo.com,1966-09-14,50605
63597,Glenda Shelton,"Engineer, mining","Williams, Carroll and Garner",674-62-9447,kayla57,F,amyhuff@gmail.com,1959-04-27,49470
71444,Karen Johnson,Research scientist (life sciences),Underwood PLC,394-90-4950,jamesjohnson,F,hernandezannette@gmail.com,1908-12-06,36956
20374,Sonya Lucas,"Surveyor, minerals",Barrett Group,394-38-5276,leroysosa,F,upayne@hotmail.com,1936-03-02,1493
15773,Michelle Pham,Advertising art director,Salazar-Holt,225-30-6799,danielbenton,F,vhernandez@hotmail.com,1912-07-16,40856
21225,Daniel Carter,Retail merchandiser,"Scott, Anderson and Rivera",122-95-6430,briancantu,M,drakefrederick@hotmail.com,1965-02-28,18348
44635,Shannon Smith,Horticultural therapist,"Morrison, Moyer and Pruitt",523-77-6445,smithrichard,F,allenthompson@yahoo.com,1988-04-23,5696
57726,Michael Wood,Senior tax professional/tax inspector,Huff-Davila,208-52-0995,matthew45,M,seth24@gmail.com,1943-03-05,39984
16193,Brandon Jones,Acupuncturist,Cox Ltd,641-15-7394,fredericklopez,M,csaunders@yahoo.com,1997-02-15,15690
67257,Brittany Frank,Equality and diversity officer,Anderson-Rollins,458-12-5792,evanslisa,F,mike86@yahoo.com,1945-10-21,39984
20444,Michele Hall,"Production assistant, radio","Perez, Wells and Allen",019-15-0365,stephanie00,F,shawnharris@gmail.com,1977-09-30,39984
90987,Jessica Miller,Water engineer,Carroll-Vasquez,154-53-9990,smithdavid,F,danieltucker@hotmail.com,1996-03-23,13421
17735,Thomas Sullivan,Operational researcher,Reynolds Group,602-17-6325,karen32,M,kathycolon@yahoo.com,1976-12-29,24669
90677,Felicia Mendoza,Cytogeneticist,"Smith, Williams and Anderson",853-26-9328,okelley,F,anthonybrown@gmail.com,1972-12-23,27540
88298,Chelsea Andrews,Chief of Staff,Harris LLC,281-08-9945,wgreen,F,brandonramirez@yahoo.com,1926-11-21,32412
91711,Kimberly Gardner,Television floor manager,Andrade-Torres,393-32-0401,scottfrank,F,amber45@gmail.com,1974-09-09,54057
89712,Richard Morales,Accommodation manager,"Hughes, Murray and Lambert",852-62-4783,caitlinhodges,M,valerie19@hotmail.com,2004-07-24,46241
14209,Mario Spencer,Local government officer,"Dorsey, Horn and Colon",586-82-7973,slopez,M,brandibray@yahoo.com,2011-02-21,4348
23091,Kristin Walker,"Therapist, music","Bell, Austin and Wu",230-69-9990,lharrison,F,chill@hotmail.com,1939-10-11,27383
72655,Gabriel Mcgee,Archivist,"Bass, Kennedy and Olson",543-44-7798,fthomas,M,robertsonnancy@hotmail.com,2019-03-27,29756
46732,Cory Watson,Advertising copywriter,Brown Inc,895-71-5472,harrislaura,M,zball@gmail.com,1956-12-30,32412
36892,Spencer Parker,Animal technologist,"Marsh, Henry and Huang",796-44-8320,htaylor,M,christopherreyes@yahoo.com,2002-08-09,8179
85771,Keith Pearson,Holiday representative,Martinez PLC,102-45-9140,wrusso,M,brownnicole@yahoo.com,1973-08-19,30908
61163,Penny Blanchard,Operations geologist,Peterson-Mccoy,791-17-7346,abenson,F,stephaniegutierrez@yahoo.com,1994-07-25,50625
78687,Matthew Ruiz,Community arts worker,Roberson-Quinn,359-82-0151,smithjennifer,M,terri97@yahoo.com,1943-10-12,36254
